"R‚f‚rence
immobilisation";"D‚signation
";"Date 
d'acquisition";"Date de
mise en service";"Valeur
d'acquisition";"Valeur
r‚siduelle";;"Groupe 
immobilisation";"Libell‚ groupe
immobilisation"
MAC/000001/DRB400;CLIMATISEUR SAMSUN 1.5CV;20/08/2014;20/08/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAC/000013/DRB250;CLIMATISEUR SAMSUNG 1.5 CV;20/08/2014;20/08/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAE/000031/CRY125;INVERSEUR UPS SU KAM 5KVA;21/08/2014;21/08/2014;4235475;0;;857;MATERIEL ELECTRIQUE
MAB/000005/DCM200;APPAREIL DE RELIURE MARQUE ATLAS;21/08/2014;21/08/2014;205000;0;;872;MATERIEL DE BUREAU
MAB/000006/DCM200;APPAREIL DE RELIURE MARQUE ATLAS;21/08/2014;21/08/2014;205000;0;;872;MATERIEL DE BUREAU
MOB/000004/CRD175;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000005/CRD175;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000006/CRD175;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000007/CRD175;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000008/CRD175;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000103/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;140000;0;;881;MOBILIER DE BUREAU
MOB/000104/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000105/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000106/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000107/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
MOB/000108/CRB100;FAUTEUIL BUREAU;22/08/2014;22/08/2014;25000;0;;881;MOBILIER DE BUREAU
EAR/000001/DKO250;MOTO CRYPTON;27/08/2014;27/08/2014;5500000;0;;871;AUTRES MATERIELS AUTOMOBILE (MOTOS, VELOS...)
MAI/000004/CRK275;ORDINATEUR HP Z210 MT;29/08/2014;29/08/2014;610000;0;;879;MATERIEL INFORMATIQUE
MAI/000604/DSI400;IMPRIMANTE HP PRO 400 M 401 D;29/08/2014;29/08/2014;240000;0;;879;MATERIEL INFORMATIQUE
MAI/000605/DSI400;ECRAN SAMSUNG SYNCMASTER 520DX BLAC;29/08/2014;29/08/2014;2400000;0;;879;MATERIEL INFORMATIQUE
MAE/000006/CRF175;GE AEP PAMA;30/08/2014;30/08/2014;7450000;0;;862;GROUPE ELECTROGENE
OUT/000001/CRF175;CUVE MATALLIQUE GASOIL;30/08/2014;30/08/2014;850000;0;;865;MATERIEL ET OUTILLAGE
MAI/000022/CRO100;ROUTEUR CISCO2911/K9;30/08/2014;30/08/2014;1184774;0;;879;MATERIEL INFORMATIQUE
MAL/000011/CRY100;ELECTROLYSEUR OSEC BI-150L/C;01/09/2014;01/09/2014;69476925;0;;864;MATERIEL DE TRAITEMENT EAU
MAB/000005/DME200;FRIGO;01/09/2014;01/09/2014;210000;0;;872;MATERIEL DE BUREAU
MOB/000119/DME200;ARMOIRE METALLIQUE;01/09/2014;01/09/2014;125000;0;;881;MOBILIER DE BUREAU
MOB/000120/DME200;ARMOIRE METALLIQUE;01/09/2014;01/09/2014;125000;0;;881;MOBILIER DE BUREAU
MOB/000121/DME200;ARMOIRE METALLIQUE;01/09/2014;01/09/2014;125000;0;;881;MOBILIER DE BUREAU
MOB/000122/DME200;ARMOIRE METALLIQUE;01/09/2014;01/09/2014;125000;0;;881;MOBILIER DE BUREAU
MAV/000001/CRY100;VENTILATEUR PLAFONNIER;03/09/2014;03/09/2014;29100;0;;874;MATERIEL DE VENTILATION
MAV/000002/CRY100;VENTILATEUR PLAFONNIER;03/09/2014;03/09/2014;29100;0;;874;MATERIEL DE VENTILATION
MAV/000003/CRY100;VENTILATEUR PLAFONNIER;03/09/2014;03/09/2014;29100;0;;874;MATERIEL DE VENTILATION
MAV/000004/CRY100;VENTILATEUR PLAFONNIER;03/09/2014;03/09/2014;29100;0;;874;MATERIEL DE VENTILATION
MAV/000005/CRY100;VENTILATEUR PLAFONNIER;03/09/2014;03/09/2014;29100;0;;874;MATERIEL DE VENTILATION
MAI/000587/DSI400;PACKETSHAPER 1700 MONITORING;03/09/2014;03/09/2014;4165000;0;;879;MATERIEL INFORMATIQUE
OUT/000001/DKO150;BOITE DE FILIERE;04/09/2014;04/09/2014;375000;0;;865;MATERIEL ET OUTILLAGE
OUT/000002/CRF175;CAISSE A OUTILLE PAMA;04/09/2014;04/09/2014;450000;0;;865;MATERIEL ET OUTILLAGE
OUT/000002/DKO150;COUPE TUBE GALVA;04/09/2014;04/09/2014;112500;0;;865;MATERIEL ET OUTILLAGE
OUT/000003/DKO150;ETAU PORTATIF;04/09/2014;04/09/2014;125000;0;;865;MATERIEL ET OUTILLAGE
OUT/000015/CRF125;QUINCAMETRE;04/09/2014;04/09/2014;85000;0;;865;MATERIEL ET OUTILLAGE
OUT/000016/CRF125;BOITE DE FILIERE;04/09/2014;04/09/2014;375000;0;;865;MATERIEL ET OUTILLAGE
MAI/000016/DRO675;ONDULEUR DE 2000 VA MERCURY;08/09/2014;08/09/2014;110000;0;;879;MATERIEL INFORMATIQUE
MAI/000017/DRO675;ONDULEUR DE 2000 VA MERCURY;08/09/2014;08/09/2014;110000;0;;879;MATERIEL INFORMATIQUE
OUT/000160/DCM200;CRIC HYDR ROULEUR;09/09/2014;09/09/2014;365234;0;;865;MATERIEL ET OUTILLAGE
OUT/000161/DCM200;CRIC GARAGE LON CHAS 5T;09/09/2014;09/09/2014;866356;0;;865;MATERIEL ET OUTILLAGE
OUT/000162/DCM200;COFFRET DOUILLES;09/09/2014;09/09/2014;202472;0;;865;MATERIEL ET OUTILLAGE
OUT/000163/DCM200;JEU DE 25 CLES MIXTES STD;09/09/2014;09/09/2014;319360;0;;865;MATERIEL ET OUTILLAGE
OUT/000164/DCM200;PERCEUSES A PERCUSSION 850 W VITESS;09/09/2014;09/09/2014;239444;0;;865;MATERIEL ET OUTILLAGE
OUT/000165/DCM200;MEULEUSES GWS 22-230 2200 W;09/09/2014;09/09/2014;215720;0;;865;MATERIEL ET OUTILLAGE
OUT/000166/DCM200;ECHELLE 2 PLANS A COULISS;09/09/2014;09/09/2014;437044;0;;865;MATERIEL ET OUTILLAGE
MOB/000107/DRO625;CONFACTION DE TIROIR;09/09/2014;09/09/2014;115000;0;;881;MOBILIER DE BUREAU
MOB/000108/DRO625;ARMOIRE A 10 TIROIRS;09/09/2014;09/09/2014;200000;0;;881;MOBILIER DE BUREAU
MOB/000109/DRO625;ARMOIRE A 16 TIROIR;09/09/2014;09/09/2014;300000;0;;881;MOBILIER DE BUREAU
MOB/000110/DRO625;CONFACTION DE TIROIR;09/09/2014;09/09/2014;115000;0;;881;MOBILIER DE BUREAU
MOB/000111/DRO625;CONFACTION DE TIROIR;09/09/2014;09/09/2014;115000;0;;881;MOBILIER DE BUREAU
MAC/000001/CRD175;CLIMATISEUR SAMSUNG 1.5CV;11/09/2014;11/09/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAC/000002/DRO700;CLIMATISEUR SPLIT SHARP 2 CV;12/09/2014;12/09/2014;405000;0;;873;MATERIEL DE CLIMATISATION
MAI/000006/CRK150;ORDINATEUR DE BUREAU HP;12/09/2014;12/09/2014;485000;0;;879;MATERIEL INFORMATIQUE
MAI/000008/DRB350;IMPRIMANTE LASER HP1102;12/09/2014;12/09/2014;135000;0;;879;MATERIEL INFORMATIQUE
MAI/000015/DRO675;ORDINATEUR DE BUREAU HP;12/09/2014;12/09/2014;485000;0;;879;MATERIEL INFORMATIQUE
MAI/000590/DSI400;ORDINATEUR PORTABLE CORE 17;12/09/2014;12/09/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000591/DSI400;ORDINATEUR PORTABLE;12/09/2014;12/09/2014;580000;0;;879;MATERIEL INFORMATIQUE
MAI/000592/DSI400;IMPRIMANTE HP;12/09/2014;12/09/2014;260000;0;;879;MATERIEL INFORMATIQUE
MAI/000593/DSI400;ONDULEUR;12/09/2014;12/09/2014;70000;0;;879;MATERIEL INFORMATIQUE
MOB/000016/DCO100;FAUTEUIL;12/09/2014;12/09/2014;121500;0;;881;MOBILIER DE BUREAU
MOB/000017/DCO100;FAUTEUIL;12/09/2014;12/09/2014;121500;0;;881;MOBILIER DE BUREAU
MOB/000027/DRO200;ARMORE METALLIQUE A 2 BATTANTS;15/09/2014;15/09/2014;175000;0;;881;MOBILIER DE BUREAU
VEH/000001/CRP125;11 JG 6806 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000001/CRP150;11 JG 6807 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000002/CRB175;11 JG6491 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000002/CRD125;11 JG6492 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000006/DRK100;11 JG2502 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000008/DRB150;11 JG2503 BF TOYATA LAND CRUISER;18/09/2014;18/09/2014;29000000;0;;870;MATERIEL AUTOMOBILE
VEH/000034/DCM200;11 JG4122 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000035/DCM200;11 JG 6493 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000036/DCM200;11 JG6494 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000037/DCM200;11 JG 6802 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000038/DCM200;11 JG 6803 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000039/DCM200;11 JG 6804 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000040/DCM200;11 JG 6805 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000041/DCM200;11 JG 6808BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000042/DCM200;11 JG 6809 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;13874400;0;;870;MATERIEL AUTOMOBILE
VEH/000043/DCM200;11 JG 3652 BF TOYATA DOUBLE CABINE;18/09/2014;18/09/2014;19400000;0;;870;MATERIEL AUTOMOBILE
VEH/000044/DCM200;11 JG 3653 BF TOYATA DOUBLE CABINE;18/09/2014;18/09/2014;19400000;0;;870;MATERIEL AUTOMOBILE
VEH/000045/DCM200;11 JG3658 BF TOYATA DOUBLE CABINE;18/09/2014;18/09/2014;19400000;0;;870;MATERIEL AUTOMOBILE
VEH/000046/DCM200;11 JG 2496 BF TOYATA LAND CRUISER;18/09/2014;18/09/2014;32332000;0;;870;MATERIEL AUTOMOBILE
VEH/000047/DCM200;11 JG 2497 BF TOYATA LANDCRUISER;18/09/2014;18/09/2014;32332000;0;;870;MATERIEL AUTOMOBILE
VEH/000048/DCM200;11 JG 2498 BF TOYATA LAND CRUISER;18/09/2014;18/09/2014;32332000;0;;870;MATERIEL AUTOMOBILE
VEH/000049/DCM200;11 JG 6489 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;12627119;0;;870;MATERIEL AUTOMOBILE
VEH/000050/DCM200;11 JG 6490 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;12627119;0;;870;MATERIEL AUTOMOBILE
VEH/000051/DCM200;11 JH 3435 BF TOYATA SIMPLE CABINE;18/09/2014;18/09/2014;12627119;0;;870;MATERIEL AUTOMOBILE
VEH/000052/DCM200;11 JG4098 BF TOYATA AVENSIS;18/09/2014;18/09/2014;21370000;0;;870;MATERIEL AUTOMOBILE
MAV/000001/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000002/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000003/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000004/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000005/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000006/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000007/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000008/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000009/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAV/000010/DAS100;VENTILATEUR SUR PIED BINATONE;19/09/2014;19/09/2014;25000;0;;874;MATERIEL DE VENTILATION
MAL/000155/DQE100;POMPE ABOUE D100.39.3;21/09/2014;21/09/2014;3457813;0;;864;MATERIEL DE TRAITEMENT EAU
MAB/000002/CRK125;REFRIGERATEUR SHARP 148L;22/09/2014;22/09/2014;190000;0;;872;MATERIEL DE BUREAU
MSA/000001/CRK250;APPAREIL DE MUSIC;22/09/2014;22/09/2014;70000;0;;877;MATERIEL DE SONORISATION AUDIO VISUEL
MSA/000001/CRK275;APPAREIL DE MUSIC;22/09/2014;22/09/2014;70000;0;;877;MATERIEL DE SONORISATION AUDIO VISUEL
MAC/000002/CRO225;CLIMATISEUR SHARP 1.5CV;22/09/2014;22/09/2014;385000;0;;873;MATERIEL DE CLIMATISATION
MAC/000004/DAS100;CLIMATISEUR SHARP 2CV;22/09/2014;22/09/2014;350000;0;;873;MATERIEL DE CLIMATISATION
MAC/000005/DRO675;CLIMATISEUR 12KV ET 380V;22/09/2014;22/09/2014;2025000;0;;873;MATERIEL DE CLIMATISATION
MAI/000588/DSI400;ORDINATEUR PORTABLE I7;22/09/2014;22/09/2014;550000;0;;879;MATERIEL INFORMATIQUE
MAI/000589/DSI400;IMPRIMANTE COULEUR PRO MFPM177;22/09/2014;22/09/2014;275000;0;;879;MATERIEL INFORMATIQUE
MOB/000013/CRK250;BUREAU A 5 CAISSONS;22/09/2014;22/09/2014;150000;0;;881;MOBILIER DE BUREAU
MOB/000014/CRK250;FAUTEUIL DE BUREAU;22/09/2014;22/09/2014;150000;0;;881;MOBILIER DE BUREAU
MOB/000015/CRK250;CHAISE POUR VISITEUR;22/09/2014;22/09/2014;24000;0;;881;MOBILIER DE BUREAU
MOB/000078/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000079/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000080/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000081/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000082/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000083/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000084/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000085/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000086/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MOB/000087/DRK125;CHAISE SALLE DE CONFERENCE;22/09/2014;22/09/2014;27500;0;;881;MOBILIER DE BUREAU
MAB/000007/CRP125;REFRIGERATEUR SJ-14T-G2S;23/09/2014;23/09/2014;150000;0;;872;MATERIEL DE BUREAU
MOB/000019/DEX100;FAUTEUIL;23/09/2014;23/09/2014;265000;0;;881;MOBILIER DE BUREAU
MAB/000001/CRP175;REFRIGERATEUR BOREAL;25/09/2014;25/09/2014;150000;0;;872;MATERIEL DE BUREAU
MAB/000007/DCM200;PHOTOCOPIEUSE;25/09/2014;25/09/2014;450000;0;;872;MATERIEL DE BUREAU
MTC/000006/DCO100;POSTE DE TELEPHONE;25/09/2014;25/09/2014;40000;0;;875;MATERIEL DE COMMUNICATION
MAI/000603/DSI400;ORDINATEUR COMPLET+IMPRIMANTE;25/09/2014;25/09/2014;675000;0;;879;MATERIEL INFORMATIQUE
MOB/000026/CRK125;CHAISE POUR BUREAU;25/09/2014;25/09/2014;200000;0;;881;MOBILIER DE BUREAU
MOB/000055/DCM200;BUREAU;25/09/2014;25/09/2014;475000;0;;881;MOBILIER DE BUREAU
MOB/000056/DCM200;CHAISE VISITEURS;25/09/2014;25/09/2014;40000;0;;881;MOBILIER DE BUREAU
MOB/000057/DCM200;ARMOIRE ARCHIVES;25/09/2014;25/09/2014;225000;0;;881;MOBILIER DE BUREAU
MOB/000058/DCM200;MOBILIER DE BUREAU;25/09/2014;25/09/2014;80000;0;;881;MOBILIER DE BUREAU
MOB/000059/DCM200;MOBILIER DE BUREAU;25/09/2014;25/09/2014;80000;0;;881;MOBILIER DE BUREAU
MOB/000060/DCM200;MOBILIER DE BUREAU;25/09/2014;25/09/2014;80000;0;;881;MOBILIER DE BUREAU
MOB/000061/DCM200;MOBILIER DE BUREAU;25/09/2014;25/09/2014;80000;0;;881;MOBILIER DE BUREAU
MOB/000062/DCM200;CHAISE VISITEURS;25/09/2014;25/09/2014;40000;0;;881;MOBILIER DE BUREAU
MOB/000063/DCM200;CHAISE VISITEURS;25/09/2014;25/09/2014;40000;0;;881;MOBILIER DE BUREAU
MAE/000020/CRF150;TRANSFORMATEUR 50 KVA+DECLENCHEUR;26/09/2014;26/09/2014;2860776;0;;857;MATERIEL ELECTRIQUE
MAB/000007/DRB350;COFFRE FORT 50 KG MAF;27/09/2014;27/09/2014;160000;0;;872;MATERIEL DE BUREAU
MAB/000008/DRB350;COFFRE FORT 50 KG LEADER;27/09/2014;27/09/2014;160000;0;;872;MATERIEL DE BUREAU
MAB/000009/DRB350;CAISSETTE A MONNAIE;27/09/2014;27/09/2014;21500;0;;872;MATERIEL DE BUREAU
MSA/000007/DRB600;TELEVISION ECRAN32 SASUMG LED;27/09/2014;27/09/2014;187500;0;;877;MATERIEL DE SONORISATION AUDIO VISUEL
MAE/000005/DQE100;SUPPRESSEUR D'EAU BALLON DE 100 L;30/09/2014;30/09/2014;825000;0;;859;MATERIEL ELECTROMECANIQUE
MAI/000612/DSI400;SWITCH CISCO2960;30/09/2014;30/09/2014;650000;0;;879;MATERIEL INFORMATIQUE
MAI/000613/DSI400;SWITCH CISCO2960;30/09/2014;30/09/2014;650000;0;;879;MATERIEL INFORMATIQUE
MOB/000136/CRO100;FAUTEUIL CAISSIER;30/09/2014;30/09/2014;83766;0;;881;MOBILIER DE BUREAU
MAC/000004/CRL150;CLIMATISEUR POSE DE CLIMATISEUR;03/10/2014;03/10/2014;422500;0;;873;MATERIEL DE CLIMATISATION
MAC/000005/CRL150;CLIMATISEUR POSE DE CLIMATISEUR;03/10/2014;03/10/2014;422500;0;;873;MATERIEL DE CLIMATISATION
MAC/000002/DRO125;CLIMATISEUR SPLIT BTU 1.5CV;05/10/2014;05/10/2014;350000;0;;873;MATERIEL DE CLIMATISATION
MAL/000001/CRO150;TURBIMETRE 355 IR;07/10/2014;07/10/2014;1487400;0;;864;MATERIEL DE TRAITEMENT EAU
MAC/000003/CRL125;CLIMATISEUR SPLIT;07/10/2014;07/10/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAC/000004/CRY225;CLIMATISEUR SPLIT 1.5CV;07/10/2014;07/10/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAC/000006/CRF150;CLIMATISEUR SPLIT 1.5CV;07/10/2014;07/10/2014;300000;0;;873;MATERIEL DE CLIMATISATION
MAE/000001/CRO275;ONDULEUR;08/10/2014;08/10/2014;120000;0;;857;MATERIEL ELECTRIQUE
OUT/000009/CRL175;SONDE PIEZOMETRIE;08/10/2014;08/10/2014;540000;0;;865;MATERIEL ET OUTILLAGE
MAC/000001/CRL175;CLIMATISEUR SPLIT 2CV;08/10/2014;08/10/2014;422500;0;;873;MATERIEL DE CLIMATISATION
OUT/000010/CRL175;CCAISSE A OUTIL;09/10/2014;09/10/2014;450000;0;;865;MATERIEL ET OUTILLAGE
MOB/000131/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000132/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000133/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000134/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000135/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000136/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000137/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000138/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000139/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MOB/000140/CRK100;TABLE ROUGE;09/10/2014;09/10/2014;41000;0;;881;MOBILIER DE BUREAU
MAC/000006/DRO725;CLIMATISEUR SPLIT 1.5 CV SHARP;10/10/2014;10/10/2014;350000;0;;873;MATERIEL DE CLIMATISATION
MAC/000007/DRO725;CLIMATISEUR SPLIT 3 CV SHARP;10/10/2014;10/10/2014;520000;0;;873;MATERIEL DE CLIMATISATION
MAB/000003/DRO250;REFRIGERATEUR 224 LITRES;13/10/2014;13/10/2014;330000;0;;872;MATERIEL DE BUREAU
MTC/000001/DRO625;PANNEAU D'AFFICHAGE MODULE APPEL VO;13/10/2014;13/10/2014;678579;0;;875;MATERIEL DE COMMUNICATION
MOB/000038/DRO350;FAUTEUIL DE BUREAU;14/10/2014;14/10/2014;180000;0;;881;MOBILIER DE BUREAU
OUT/000110/DEX100;PORTABLE MICROPERCUSSION E9-123;17/10/2014;17/10/2014;3839972;0;;865;MATERIEL ET OUTILLAGE
MAI/000003/DME300;IMPRIMANTE LASER HP P2055DN;18/10/2014;18/10/2014;210000;0;;879;MATERIEL INFORMATIQUE
CTR/000186/DRO350;FCT 2710/14 DE ECODIS-PSEU MAR338;23/10/2014;23/10/2014;21490040;0;;867;COMPTEURS
MAI/000041/DRO350;FCT 2710/14 ECODIS SA-PSEU MARC338;23/10/2014;23/10/2014;26452455;0;;879;MATERIEL INFORMATIQUE
MAI/000598/DSI400;ORDINATEUR PORTABLE;23/10/2014;23/10/2014;585000;0;;879;MATERIEL INFORMATIQUE
MAI/000599/DSI400;IMPRIMANTE HP DESK;23/10/2014;23/10/2014;290000;0;;879;MATERIEL INFORMATIQUE
MAI/000600/DSI400;ORDINATEUR PORTABLE;23/10/2014;23/10/2014;585000;0;;879;MATERIEL INFORMATIQUE
MAI/000601/DSI400;ORDINATEUR PORTABLE;23/10/2014;23/10/2014;585000;0;;879;MATERIEL INFORMATIQUE
MAI/000602/DSI400;IMPRIMANTE HP DESK;23/10/2014;23/10/2014;290000;0;;879;MATERIEL INFORMATIQUE
MOB/000017/CRK250;ARMOIRE DEUX BATTANTS POUR DOSSIER;23/10/2014;23/10/2014;150000;0;;881;MOBILIER DE BUREAU
MAE/000059/DRO200;BALISE DE SIGNALISATION;27/10/2014;27/10/2014;180000;0;;857;MATERIEL ELECTRIQUE
MAE/000060/DRO200;BALISE DE SIGNALISATION;27/10/2014;27/10/2014;180000;0;;857;MATERIEL ELECTRIQUE
OUT/000006/DRO725;EXTINCTEURS A POUDRE ABC 6 KG;27/10/2014;27/10/2014;89235;0;;865;MATERIEL ET OUTILLAGE
OUT/000007/DRO725;EXTINCTEURS A POUDRE ABC 6 KG;27/10/2014;27/10/2014;89235;0;;865;MATERIEL ET OUTILLAGE
MAC/000010/DRB350;CLIMATISEUR SHARP 1.5CV;30/10/2014;30/10/2014;290000;0;;873;MATERIEL DE CLIMATISATION
CTR/000001/DRO150;FCT 0022/14 DE FGT-PSEU ACQUISTø;01/11/2014;01/11/2014;111304600;0;;867;COMPTEURS
MOB/000111/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000112/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000113/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000114/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000115/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000116/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000117/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000117/DRB350;FAUTEUIL BUREAU;03/11/2014;03/11/2014;150000;0;;881;MOBILIER DE BUREAU
MOB/000118/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000118/DRB350;FAUTEUIL BUREAU;03/11/2014;03/11/2014;150000;0;;881;MOBILIER DE BUREAU
MOB/000119/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000119/DRB350;FAUTEUIL BUREAU;03/11/2014;03/11/2014;150000;0;;881;MOBILIER DE BUREAU
MOB/000120/CRK100;CHAISES SALLE DE REUNION;03/11/2014;03/11/2014;21000;0;;881;MOBILIER DE BUREAU
MOB/000120/DRB350;CHAISE VISITEUR;03/11/2014;03/11/2014;22500;0;;881;MOBILIER DE BUREAU
